season,episode,title,rating,votes,episode_year
1,1,When You're Lost in the Darkness,9.1,124138,2023
1,2,Infected,9,112177,2023
1,3,"Long, Long Time",8.1,241983,2023
1,4,Please Hold to My Hand,8.3,78184,2023
1,5,Endure and Survive,9.4,90230,2023
1,6,Kin,8.7,66854,2023
1,7,Left Behind,7.3,78511,2023
1,8,When We Are in Need,9.2,68983,2023
1,9,Look for the Light,8.9,56483,2023
2,1,Future Days,7.2,43445,2025
2,2,Through the Valley,9.1,62726,2025
2,3,The Path,6.7,33897,2025
2,4,Day One,6.1,41246,2025
2,5,Feel Her Love,7.1,29846,2025
2,6,The Price,8.4,32330,2025
2,7,Convergence,6.2,26718,2025
