season,episode,title,rating,votes
1,1,Velma,2.7,5410
1,2,The Candy (Wo)man,2.7,4596
1,3,Velma Kai,2.8,3248
1,4,Velma Makes a List,2.8,3366
1,5,Marching Band Sleepover,3,2274
1,6,The Sins of the Fathers and Some of the Mothers,3.1,2458
1,7,Fog Fest,3,1952
1,8,A Velma in the Woods,3,1993
1,9,Family (Wo)man,3,1716
1,10,The Brains of the Operation,3.1,2028
2,1,The Mystery of Teen Romance,3.2,898
2,2,Creaky Friday,3.2,835
2,3,When Velma Met Money,3.3,824
2,4,Seancé,3.3,802
2,5,Burning Woman,3.3,787
2,6,Private Velmjamin,3.4,789
2,7,Female Utopia,3.3,776
2,8,Aman Hunt,3.4,778
2,9,The Real Villain,3.7,839
2,10,Til Death,3.4,858
2,11,This Halloween Needs to Be More Special!,4.1,636
